STATE_NAME,TYPE,STATUS,DIAMETER,NAME,SUB_OPER,OPERATOR,OWNER,SYS_NAME,SUBSYS_NM,TRANSCAP,COMMODITY,CMDTY_DESC,CMDTY_CODE,INTERSTATE,FLOW_DIR,RATE_ZONE,PREV_OWNER,TRANS_DATE,TRANS_NOTE,TRANS_ID,LOC_ID,LOC_DOCS,SEG_ID,SUBSEG_ID,SUBOPER_ID,OPER_ID,OPER_URL,OPER_DOCS,OWNER_ID,OWNER_URL,OWNER_DOCS,CONTACTS_URL,NOTES,CATCHALL,CNTY_NAME,CNTRY_NAME,MILES,UPDATE_NO,QUALITY,Shape_Length,geometry
South Carolina,Transmission,Abandoned,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
South Carolina,Transmission,Abandoned,4,3,2,3,3,3,1,0,3,3,3,3,0,3,2,0,0,0,3,0,0,0,2,3,1,1,3,3,0,0,0,3,3,3,3,3,3,3,3
South Carolina,Transmission,Abandoned,5,3,3,3,3,3,3,0,3,3,3,3,0,3,3,2,2,2,3,0,0,0,3,3,2,2,3,1,0,0,0,3,3,3,3,3,3,3,3
South Carolina,Transmission,Abandoned,6,5,0,5,5,5,0,0,5,5,5,5,0,5,0,0,0,0,5,0,0,0,0,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5
South Carolina,Transmission,Abandoned,8,7,0,7,7,7,2,0,7,7,7,7,0,7,0,0,0,0,7,0,0,0,0,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7
South Carolina,Transmission,Abandoned,9,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2
South Carolina,Transmission,Abandoned,10,11,0,11,11,11,5,0,11,11,11,11,0,11,0,0,0,0,11,0,0,0,0,11,11,11,11,11,0,0,0,11,11,11,11,11,11,11,11
South Carolina,Transmission,Abandoned,11,2,1,2,2,2,1,0,2,2,2,2,0,2,1,0,0,0,2,0,0,0,1,2,1,1,2,2,0,0,0,2,2,2,2,2,2,2,2
South Carolina,Transmission,Abandoned,12,3,0,3,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3
South Carolina,Transmission,Abandoned,13,3,3,3,3,3,3,0,3,3,3,3,0,3,3,1,1,1,3,0,0,0,3,3,1,1,3,2,0,0,0,3,3,3,3,3,3,3,3
South Carolina,Transmission,Abandoned,16,2,1,2,2,2,1,0,2,2,2,2,0,2,1,0,0,0,2,0,0,0,1,2,1,1,2,2,0,0,0,2,2,2,2,2,2,2,2
South Carolina,Transmission,Idle,9,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,0,0,2,0,0,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
South Carolina,Transmission,Operational,0,134,2,134,134,101,0,0,134,134,134,134,0,134,2,2,0,0,134,0,0,0,2,134,106,17,134,106,25,0,74,134,134,134,134,134,134,134,134
South Carolina,Transmission,Operational,2,20,6,20,20,20,15,0,20,20,20,20,0,20,6,1,1,1,20,0,0,0,6,20,20,15,20,20,5,0,0,20,20,20,20,20,20,20,20
South Carolina,Transmission,Operational,3,6,0,6,6,6,6,0,6,6,6,6,0,6,0,0,0,0,6,0,0,0,0,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6
South Carolina,Transmission,Operational,4,115,16,115,115,115,106,0,115,115,115,115,0,115,16,6,6,6,115,0,0,0,16,115,115,105,115,115,9,0,0,115,115,115,115,115,115,115,115
South Carolina,Transmission,Operational,5,35,34,35,35,35,35,0,35,35,35,35,0,35,34,0,0,0,35,0,0,0,34,35,35,1,35,35,0,0,0,35,35,35,35,35,35,35,35
South Carolina,Transmission,Operational,6,114,1,114,114,114,108,0,114,114,114,114,0,114,1,0,0,0,114,0,0,0,1,114,114,113,114,114,6,0,0,114,114,114,114,114,114,114,114
South Carolina,Transmission,Operational,7,38,38,38,38,38,38,0,38,38,38,38,0,38,38,0,0,0,38,0,0,0,38,38,38,0,38,38,0,0,0,38,38,38,38,38,38,38,38
South Carolina,Transmission,Operational,8,91,2,91,91,91,89,0,91,91,91,91,0,91,2,2,2,2,91,0,0,0,2,91,91,91,91,91,2,0,0,91,91,91,91,91,91,91,91
South Carolina,Transmission,Operational,9,155,155,155,155,155,155,0,155,155,155,155,0,155,155,0,0,0,155,0,0,0,155,155,155,0,155,155,0,0,0,155,155,155,155,155,155,155,155
South Carolina,Transmission,Operational,10,57,0,57,57,57,57,0,57,57,57,57,0,57,0,0,0,0,57,0,0,0,0,57,57,57,57,57,0,0,0,57,57,57,57,57,57,57,57
South Carolina,Transmission,Operational,11,44,44,44,44,44,44,0,44,44,44,44,0,44,44,0,0,0,44,0,0,0,44,44,44,0,44,44,0,0,0,44,44,44,44,44,44,44,44
South Carolina,Transmission,Operational,12,37,2,37,37,37,37,0,37,37,37,37,0,37,2,2,2,2,37,0,0,0,2,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37
South Carolina,Transmission,Operational,13,71,71,71,71,71,71,0,71,71,71,71,0,71,71,0,0,0,71,0,0,0,71,71,71,0,71,71,0,0,0,71,71,71,71,71,71,71,71
South Carolina,Transmission,Operational,14,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
South Carolina,Transmission,Operational,16,105,102,105,105,105,105,0,105,105,105,105,0,105,102,4,4,4,105,0,0,0,102,105,105,7,105,105,0,0,0,105,105,105,105,105,105,105,105
South Carolina,Transmission,Operational,20,21,18,21,21,21,21,0,21,21,21,21,0,21,18,0,0,0,21,0,0,0,18,21,21,3,21,21,0,0,0,21,21,21,21,21,21,21,21
South Carolina,Transmission,Operational,24,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0,0,0,7,0,0,0,7,7,7,0,7,7,0,0,0,7,7,7,7,7,7,7,7
South Carolina,Transmission,Operational,30,25,2,25,25,3,2,0,25,25,25,25,0,25,3,3,2,2,25,0,0,0,2,25,24,2,25,25,23,0,0,25,25,25,25,25,25,25,25
South Carolina,Transmission,Operational,36,21,0,21,21,0,0,0,21,21,21,21,0,21,0,0,0,0,21,0,0,0,0,21,21,0,21,21,21,0,0,21,21,21,21,21,21,21,21
South Carolina,Transmission,Operational,42,11,0,11,11,2,0,0,11,11,11,11,0,11,2,2,0,0,11,0,0,0,0,11,9,0,11,11,11,0,0,11,11,11,11,11,11,11,11
South Dakota,Transmission,Operational,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
South Dakota,Transmission,Operational,4,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
South Dakota,Transmission,Operational,10,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
South Dakota,Transmission,Operational,42,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
Tennessee,Distribution,Operational,0,1118,0,1118,1118,0,0,0,1118,1118,1118,1118,0,1118,0,0,0,0,1118,0,0,0,0,1118,777,774,1118,777,774,0,333,1118,1118,1118,1118,1118,1118,1118,1118
Tennessee,Distribution,Operational,1,7805,0,7805,7805,0,0,0,7805,7805,7805,7805,0,7805,0,0,0,0,7805,0,0,0,0,7805,36,36,7805,36,36,0,7621,7805,7805,7805,7805,7805,7805,7805,7805
Tennessee,Distribution,Operational,2,7429,0,7429,7429,0,0,0,7429,7429,7429,7429,0,7429,0,0,0,0,7429,0,0,0,0,7429,3180,3180,7429,3180,3180,0,2284,7429,7429,7429,7429,7429,7429,7429,7429
Tennessee,Distribution,Operational,3,240,0,240,240,0,0,0,240,240,240,240,0,240,0,0,0,0,240,0,0,0,0,240,111,111,240,111,111,0,106,240,240,240,240,240,240,240,240
Tennessee,Distribution,Operational,4,880,0,880,880,0,0,0,880,880,880,880,0,880,0,0,0,0,880,0,0,0,0,880,358,358,880,358,358,0,224,880,880,880,880,880,880,880,880
Tennessee,Distribution,Operational,6,354,0,354,354,0,0,0,354,354,354,354,0,354,0,0,0,0,354,0,0,0,0,354,90,90,354,90,90,0,129,354,354,354,354,354,354,354,354
Tennessee,Distribution,Operational,8,196,0,196,196,0,0,0,196,196,196,196,0,196,0,0,0,0,196,0,0,0,0,196,60,60,196,60,60,0,92,196,196,196,196,196,196,196,196
Tennessee,Distribution,Operational,10,3,0,3,3,0,0,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3
Tennessee,Distribution,Operational,12,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
Tennessee,Distribution,Operational,20,2,0,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2
Tennessee,Gathering,Operational,0,19,0,19,19,12,0,0,19,19,19,19,0,19,12,0,0,0,19,0,0,0,0,19,7,5,19,7,5,0,0,19,19,19,19,19,19,19,19
Tennessee,Gathering,Operational,5,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
Tennessee,Gathering,Operational,9,3,0,3,3,3,0,0,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,3,0,0,0,3,3,3,3,3,3,3,3,3
Tennessee,Transmission,Abandoned,0,8,1,8,8,8,1,0,8,8,8,8,0,8,2,1,0,0,8,0,0,0,1,8,7,0,8,8,1,0,7,8,8,8,8,8,8,8,8
Tennessee,Transmission,Abandoned,6,12,12,12,12,12,0,0,12,12,12,12,0,12,0,0,0,0,12,0,0,0,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,12
Tennessee,Transmission,Abandoned,8,7,7,7,7,7,0,0,7,7,7,7,0,7,0,0,0,0,7,0,0,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7
Tennessee,Transmission,Abandoned,10,40,40,40,40,40,0,0,40,40,40,40,0,40,0,0,0,0,40,0,0,0,40,40,40,40,40,40,0,0,39,40,40,40,40,40,40,40,40
Tennessee,Transmission,Abandoned,26,13,13,13,13,13,1,0,13,13,13,13,0,13,1,0,0,0,13,0,0,0,13,13,13,12,13,13,1,0,12,13,13,13,13,13,13,13,13
Tennessee,Transmission,Abandoned,30,21,21,21,21,21,15,0,21,21,21,21,0,21,15,0,0,0,21,0,0,0,21,21,21,6,21,21,15,0,6,21,21,21,21,21,21,21,21
Tennessee,Transmission,Idle,22,3,0,3,3,3,0,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,3,3,3,3,3,3,3,3,3
Tennessee,Transmission,Operational,0,149,16,149,149,147,0,0,149,149,149,149,0,149,42,38,0,0,149,0,0,0,16,149,112,12,149,135,11,0,101,149,149,149,149,149,149,149,149
Tennessee,Transmission,Operational,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Tennessee,Transmission,Operational,2,160,154,160,160,160,159,0,160,160,160,160,0,160,160,6,0,0,160,0,0,0,154,160,159,0,160,160,154,0,6,160,160,160,160,160,160,160,160
Tennessee,Transmission,Operational,3,14,0,14,14,13,2,0,14,14,14,14,0,14,14,14,0,0,14,0,0,0,0,14,2,0,14,14,0,0,14,14,14,14,14,14,14,14,14
Tennessee,Transmission,Operational,4,75,7,75,75,75,28,0,75,75,75,75,0,75,67,62,0,0,75,0,0,0,7,75,30,2,75,75,5,0,62,75,75,75,75,75,75,75,75
Tennessee,Transmission,Operational,5,43,43,43,43,43,43,0,43,43,43,43,0,43,43,0,0,0,43,0,0,0,43,43,43,0,43,43,43,0,0,43,43,43,43,43,43,43,43
Tennessee,Transmission,Operational,6,63,5,63,63,63,5,0,63,63,63,63,0,63,55,55,0,0,63,0,0,0,5,63,10,5,63,63,0,0,55,63,63,63,63,63,63,63,63
Tennessee,Transmission,Operational,7,24,23,24,24,24,23,0,24,24,24,24,0,24,24,1,1,1,24,0,0,0,23,24,23,0,24,23,23,0,0,24,24,24,24,24,24,24,24
Tennessee,Transmission,Operational,8,68,16,68,68,68,10,0,68,68,68,68,0,68,47,45,2,2,68,0,0,0,16,68,23,16,68,68,2,0,42,68,68,68,68,68,68,68,68
Tennessee,Transmission,Operational,9,12,12,12,12,12,12,0,12,12,12,12,0,12,12,0,0,0,12,0,0,0,12,12,12,0,12,12,12,0,0,12,12,12,12,12,12,12,12
Tennessee,Transmission,Operational,10,46,12,46,46,46,22,0,46,46,46,46,0,46,26,26,0,0,46,0,0,0,12,46,34,13,46,46,1,0,25,46,46,46,46,46,46,46,46
Tennessee,Transmission,Operational,11,10,8,10,10,10,9,0,10,10,10,10,0,10,9,1,1,1,10,0,0,0,8,10,8,0,10,8,8,0,0,10,10,10,10,10,10,10,10
Tennessee,Transmission,Operational,12,100,5,100,100,99,16,0,100,100,100,100,0,100,92,92,4,4,100,0,0,0,5,100,18,6,100,100,0,0,88,100,100,100,100,100,100,100,100
Tennessee,Transmission,Operational,13,87,81,87,87,87,81,0,87,87,87,87,0,87,87,6,0,0,87,0,0,0,81,87,81,0,87,87,81,0,6,87,87,87,87,87,87,87,87
Tennessee,Transmission,Operational,14,2,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
Tennessee,Transmission,Operational,16,126,41,126,126,126,53,0,126,126,126,126,0,126,120,80,0,0,126,0,0,0,41,126,57,7,126,126,49,0,74,126,126,126,126,126,126,126,126
Tennessee,Transmission,Operational,18,9,4,9,9,9,7,0,9,9,9,9,0,9,2,0,0,0,9,0,0,0,4,9,9,2,9,9,2,0,0,9,9,9,9,9,9,9,9
Tennessee,Transmission,Operational,20,32,7,32,32,32,6,0,32,32,32,32,0,32,31,25,0,0,32,0,0,0,7,32,8,1,32,32,6,0,26,32,32,32,32,32,32,32,32
Tennessee,Transmission,Operational,22,51,0,51,51,51,1,0,51,51,51,51,0,51,50,50,0,0,51,0,0,0,0,51,1,0,51,51,0,0,50,51,51,51,51,51,51,51,51
Tennessee,Transmission,Operational,24,90,3,90,90,90,60,0,90,90,90,90,0,90,85,83,0,0,90,0,0,0,3,90,61,37,90,90,38,0,47,90,90,90,90,90,90,90,90
Tennessee,Transmission,Operational,26,79,51,79,79,79,30,0,79,79,79,79,0,79,30,28,0,0,79,0,0,0,51,79,79,77,79,79,30,0,21,79,79,79,79,79,79,79,79
Tennessee,Transmission,Operational,27,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
Tennessee,Transmission,Operational,28,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,0,0,4,0,0,0,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4
Tennessee,Transmission,Operational,30,458,82,458,458,431,346,0,458,458,458,458,0,458,398,396,0,0,458,0,0,0,82,458,458,191,458,458,91,0,312,458,458,458,458,458,458,458,458
Tennessee,Transmission,Operational,32,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2
Tennessee,Transmission,Operational,36,126,62,126,126,113,85,0,126,126,126,126,0,126,101,67,0,0,126,0,0,0,62,126,126,72,126,126,65,0,36,126,126,126,126,126,126,126,126
Tennessee,Transmission,Operational,42,3,2,3,3,3,3,0,3,3,3,3,0,3,3,1,0,0,3,0,0,0,2,3,3,0,3,3,2,0,1,3,3,3,3,3,3,3,3
Tennessee,Transmission,Under Development,36,8,8,8,8,8,0,0,8,8,8,8,0,8,8,8,0,0,8,0,0,0,8,8,8,8,8,8,0,0,0,8,8,8,8,8,8,8,8
Vermont,Distribution,Operational,0,3223,0,3223,3223,0,0,0,3223,3223,3223,3223,0,3223,3223,3223,0,0,3223,0,0,0,0,3223,0,0,3223,3223,0,0,0,3223,3223,3223,3223,3223,3223,3223,3223
Vermont,Transmission,Abandoned,0,2,0,2,2,0,0,0,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2
Vermont,Transmission,Operational,0,7,0,7,7,0,0,0,7,7,7,7,0,7,7,7,0,0,7,0,0,0,0,7,0,0,7,7,0,0,0,7,7,7,7,7,7,7,7
Vermont,Transmission,Operational,12,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
Vermont,Transmission,Operational,24,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1
Virginia,Distribution,Operational,0,7,0,7,7,0,0,0,7,7,7,7,0,7,0,0,0,0,7,0,0,0,0,7,6,0,7,6,0,0,0,7,7,7,7,7,7,7,7
Virginia,Gathering,Abandoned,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Virginia,Gathering,Abandoned,2,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Virginia,Gathering,Abandoned,4,8,0,8,8,8,0,0,8,8,8,8,0,8,8,1,1,1,8,0,0,0,0,8,7,7,8,0,0,0,0,8,8,8,8,8,8,8,8
Virginia,Gathering,Operational,0,1043,0,1043,1043,1042,0,0,1043,1043,1043,1043,0,1043,1020,953,947,947,1043,0,0,0,0,1043,57,68,1043,7,11,0,0,1043,1043,1043,1043,1043,1043,1043,1043
Virginia,Gathering,Operational,2,1967,0,1967,1967,1967,0,0,1967,1967,1967,1967,0,1967,1967,27,11,11,1967,0,0,0,0,1967,1940,1940,1967,16,0,0,11,1967,1967,1967,1967,1967,1967,1967,1967
Virginia,Gathering,Operational,3,2245,0,2245,2245,2245,0,0,2245,2245,2245,2245,0,2245,2245,1,0,0,2245,0,0,0,0,2245,2244,2244,2245,1,0,0,0,2245,2245,2245,2245,2245,2245,2245,2245
Virginia,Gathering,Operational,4,4146,0,4146,4146,4146,0,0,4146,4146,4146,4146,0,4146,4146,104,98,98,4146,0,0,0,0,4146,4042,4042,4146,6,0,0,7,4146,4146,4146,4146,4146,4146,4146,4146
Virginia,Gathering,Operational,6,1187,0,1187,1187,1185,0,0,1187,1187,1187,1187,0,1187,1187,10,10,10,1187,0,0,0,0,1187,1177,1177,1187,0,0,0,1,1187,1187,1187,1187,1187,1187,1187,1187
Virginia,Gathering,Operational,7,6,0,6,6,6,0,0,6,6,6,6,0,6,6,0,0,0,6,0,0,0,0,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6
Virginia,Gathering,Operational,8,1670,0,1670,1670,1670,0,0,1670,1670,1670,1670,0,1670,1670,15,14,14,1670,0,0,0,0,1670,1655,1655,1670,1,0,0,15,1670,1670,1670,1670,1670,1670,1670,1670
Virginia,Gathering,Operational,9,12,0,12,12,1,0,0,12,12,12,12,0,12,12,11,0,0,12,0,0,0,0,12,1,1,12,11,11,0,11,12,12,12,12,12,12,12,12
Virginia,Gathering,Operational,10,65,1,65,65,65,0,0,65,65,65,65,0,65,65,1,0,0,65,0,0,0,1,65,65,64,65,0,0,0,1,65,65,65,65,65,65,65,65
Virginia,Gathering,Operational,12,481,0,481,481,481,0,0,481,481,481,481,0,481,481,0,0,0,481,0,0,0,0,481,481,481,481,0,0,0,0,481,481,481,481,481,481,481,481
Virginia,Gathering,Operational,16,93,0,93,93,93,0,0,93,93,93,93,0,93,93,0,0,0,93,0,0,0,0,93,93,93,93,0,0,0,0,93,93,93,93,93,93,93,93
Virginia,Gathering,Operational,20,30,0,30,30,30,0,0,30,30,30,30,0,30,30,0,0,0,30,0,0,0,0,30,30,30,30,0,0,0,0,30,30,30,30,30,30,30,30
Virginia,Transmission,Abandoned,0,22,0,22,22,0,0,0,22,22,22,22,0,22,0,0,0,0,22,0,0,0,0,22,22,0,22,22,22,0,22,22,22,22,22,22,22,22,22
Virginia,Transmission,Abandoned,6,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
Virginia,Transmission,Abandoned,12,4,0,4,4,4,0,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,4,0,4,4,0,0,0,4,4,4,4,4,4,4,4
Virginia,Transmission,Abandoned,16,3,0,3,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,3,0,0,3,3,3,3,3,3,3,3,3
Virginia,Transmission,Abandoned,24,9,0,9,9,9,0,0,9,9,9,9,0,9,0,0,0,0,9,0,0,0,0,9,9,0,9,9,0,0,1,9,9,9,9,9,9,9,9
Virginia,Transmission,Cancelled Project,0,16,16,16,16,16,0,0,16,16,16,16,0,16,16,16,0,0,16,0,0,0,16,16,16,16,16,16,0,0,0,16,16,16,16,16,16,16,16
Virginia,Transmission,Operational,0,323,0,323,323,309,3,0,323,323,323,323,0,323,199,199,0,0,323,0,0,0,0,323,296,0,323,321,16,0,316,323,323,323,323,323,323,323,323
Virginia,Transmission,Operational,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
Virginia,Transmission,Operational,2,31,0,31,31,31,26,0,31,31,31,31,0,31,31,27,0,0,31,0,0,0,0,31,30,30,31,27,0,0,27,31,31,31,31,31,31,31,31
Virginia,Transmission,Operational,3,5,0,5,5,5,5,0,5,5,5,5,0,5,5,5,0,0,5,0,0,0,0,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5
Virginia,Transmission,Operational,4,78,0,78,78,78,66,0,78,78,78,78,0,78,71,68,0,0,78,0,0,0,0,78,76,69,78,75,0,0,67,78,78,78,78,78,78,78,78
Virginia,Transmission,Operational,6,70,0,70,70,70,65,0,70,70,70,70,0,70,66,66,0,0,70,0,0,0,0,70,69,65,70,70,0,0,65,70,70,70,70,70,70,70,70
Virginia,Transmission,Operational,8,90,0,90,90,90,55,0,90,90,90,90,0,90,84,84,0,0,90,0,0,0,0,90,61,55,90,90,0,0,82,90,90,90,90,90,90,90,90
Virginia,Transmission,Operational,10,78,0,78,78,77,75,0,78,78,78,78,0,78,77,77,0,0,78,0,0,0,0,78,76,75,78,78,1,0,78,78,78,78,78,78,78,78,78
Virginia,Transmission,Operational,12,183,0,183,183,183,79,0,183,183,183,183,0,183,137,112,0,0,183,0,0,0,0,183,150,104,183,158,0,0,112,183,183,183,183,183,183,183,183
Virginia,Transmission,Operational,14,3,0,3,3,3,1,0,3,3,3,3,0,3,1,1,0,0,3,0,0,0,0,3,3,1,3,3,0,0,1,3,3,3,3,3,3,3,3
Virginia,Transmission,Operational,16,84,0,84,84,83,63,0,84,84,84,84,0,84,65,65,0,0,84,0,0,0,0,84,82,63,84,84,0,0,65,84,84,84,84,84,84,84,84
Virginia,Transmission,Operational,18,91,0,91,91,91,88,0,91,91,91,91,0,91,88,88,0,0,91,0,0,0,0,91,91,88,91,91,0,0,88,91,91,91,91,91,91,91,91
Virginia,Transmission,Operational,20,221,0,221,221,208,189,0,221,221,221,221,0,221,193,193,0,0,221,0,0,0,0,221,210,189,221,221,13,0,211,221,221,221,221,221,221,221,221
Virginia,Transmission,Operational,24,218,0,218,218,218,87,0,218,218,218,218,0,218,131,131,0,0,218,0,0,0,0,218,161,88,218,218,5,0,132,218,218,218,218,218,218,218,218
Virginia,Transmission,Operational,26,102,0,102,102,102,102,0,102,102,102,102,0,102,102,102,0,0,102,0,0,0,0,102,102,102,102,102,0,0,102,102,102,102,102,102,102,102,102
Virginia,Transmission,Operational,30,84,0,84,84,23,22,0,84,84,84,84,0,84,22,22,0,0,84,0,0,0,0,84,84,22,84,84,61,0,81,84,84,84,84,84,84,84,84
Virginia,Transmission,Operational,36,46,0,46,46,43,12,0,46,46,46,46,0,46,12,12,0,0,46,0,0,0,0,46,41,12,46,46,29,0,45,46,46,46,46,46,46,46,46
Virginia,Transmission,Operational,42,4,0,4,4,4,3,0,4,4,4,4,0,4,3,3,0,0,4,0,0,0,0,4,4,3,4,4,1,0,4,4,4,4,4,4,4,4,4
Virginia,Transmission,Under Development,0,3,0,3,3,3,0,0,3,3,3,3,0,3,1,1,1,1,3,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3
Virginia,Transmission,Under Development,20,4,0,4,4,4,0,0,4,4,4,4,0,4,4,4,4,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,4,4,4,4,4
Virginia,Transmission,Under Development,36,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
Virginia,Transmission,Under Development,42,24,0,24,24,24,0,0,24,24,24,24,0,24,12,12,12,12,24,0,0,0,0,24,0,0,24,0,0,0,0,24,24,24,24,24,24,24,24
West Virginia,Distribution,Operational,0,37,0,37,37,2,0,0,37,37,37,37,0,37,0,0,0,0,37,0,0,0,0,37,0,0,37,2,0,0,0,37,37,37,37,37,37,37,37
West Virginia,Distribution,Operational,3,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
West Virginia,Gathering,Abandoned,0,2,0,2,2,1,0,0,2,2,2,2,0,2,1,1,1,1,2,0,0,0,0,2,0,0,2,1,0,0,0,2,2,2,2,2,2,2,2
West Virginia,Gathering,Abandoned,1,8,0,8,8,8,0,0,8,8,8,8,0,8,8,8,8,8,8,0,0,0,0,8,0,0,8,0,0,0,8,8,8,8,8,8,8,8,8
West Virginia,Gathering,Abandoned,2,11,0,11,11,11,0,0,11,11,11,11,0,11,11,11,11,11,11,0,0,0,0,11,0,0,11,0,0,0,11,11,11,11,11,11,11,11,11
West Virginia,Gathering,Abandoned,4,16,0,16,16,16,0,0,16,16,16,16,0,16,16,16,16,16,16,0,0,0,0,16,0,0,16,0,0,0,16,16,16,16,16,16,16,16,16
West Virginia,Gathering,Abandoned,6,6,0,6,6,6,0,0,6,6,6,6,0,6,6,6,6,6,6,0,0,0,0,6,0,0,6,0,0,0,6,6,6,6,6,6,6,6,6
West Virginia,Gathering,Abandoned,8,4,0,4,4,4,0,0,4,4,4,4,0,4,4,4,4,4,4,0,0,0,0,4,0,0,4,0,0,0,4,4,4,4,4,4,4,4,4
West Virginia,Gathering,Abandoned,12,2,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2
West Virginia,Gathering,Idle,0,2,0,2,2,0,0,0,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,0,0,2,2,2,0,1,2,2,2,2,2,2,2,2
West Virginia,Gathering,Idle,2,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
